label,origin_id,punchline_idx,text_a,text_b
1,10,9,the dentist frame braces on his patient as a stop gap,measure
1,10,9,the dentist put orthodontic braces on his affected role as a stop gap,measure
1,11,0,the mushroom shaped cloud,farmer improved his morel by pressing a button and going to portabella for harvest
1,11,0,the mushroom cloud,farmer improved his morel by pressing a button and going to portabella for harvest
1,12,4,the star asked the sunlight why,the moon was always up so late sun responded that it was just a phase
1,12,4,the genius asked the sun why,the moon was always up so late sun responded that it was just a phase
1,12,4,the star necessitate the sun why,the moon was always up so late sun responded that it was just a phase
1,12,4,the star asked the sun wherefore,the moon was always up so late sun responded that it was just a phase
1,12,4,the star asked the sunday why,the moon was always up so late sun responded that it was just a phase
0,13,4,A joyous evening often conduce to,a sorrowful morning
0,13,4,A joyous evening much leads to,a sorrowful morning
0,13,4,A joyous evening frequently leads to,a sorrowful morning
0,13,4,A joyous evening oftentimes leads to,a sorrowful morning
0,13,4,A joyous evening often lead to,a sorrowful morning
1,14,0,the boatyard,had a sale advertising ketch of the day
0,15,15,If I think this would make it difficult for the family line 1 wouldn t do it he,said
0,15,15,If I thought this would make information technology difficult for the family 1 wouldn t do it atomic number 2,said
0,15,15,If I thought this would make it difficult for the kinsperson Single wouldn t dress information technology atomic number 2,said
0,15,15,If Iodin mean this would make it difficult for the household I wouldn t do it he,said
0,15,15,If I thought this would score information technology difficult for the kinsfolk I wouldn t do information technology he,said
1,16,7,wow thanks for the tea leaf i m glad i,got to chai it
1,16,7,wow thanks for the tea i m glad iodin,got to chai it
1,16,7,wow thanks for the camellia sinensis i m glad i,got to chai it
1,16,7,wow thanks for the tea i m glad ace,got to chai it
1,16,7,wow thanks for the teatime i m glad atomic number 53,got to chai it
0,17,3,O eggs never fight back with,stones
0,17,3,O orchis never fight with,stones
0,17,3,Atomic number 8 eggs never fight with,stones
0,17,3,O bollock never fight with,stones
0,17,3,O eggs ne'er fight with,stones
1,18,3,how long is a formosan,man
1,18,3,how long is a taiwanese,man
1,18,3,how long be a chinese,man
1,18,3,how retentive is a chinese,man
1,18,3,how long constitute a chinese,man
1,19,8,vine are highly short tempered they snap at the slightest,wind
1,19,8,vine are highly short tempered they click at the slightest,wind
1,19,8,vine be extremely short tempered they snap at the slight,wind
1,19,8,vines are extremely short temper they click at the slightest,wind
1,19,8,vine personify extremely short tempered they snap at the slightest,wind
1,20,9,he want to buy a payload of soil that didn t,cost the earth
1,20,9,he want to buy a load of filth that didn t,cost the earth
1,20,9,helium desire to buy a load of soil that didn t,cost the earth
1,20,9,he want to bribe a load of soil that didn t,cost the earth
1,20,9,he desire to buy a load of soil that didn thyroxine,cost the earth
0,21,0,You commence,20 and they say There s the door
0,21,0,You incur,20 and they say There s the door
0,21,0,You arrive,20 and they say There s the door
0,21,0,You perplex,20 and they say There s the door
0,21,0,You have,20 and they say There s the door
0,22,7,Motor lodge House in the state she lived at time,of death
0,22,7,Margaret court House in the state she lived at fourth dimension,of death
0,22,7,Motor hotel House in the land she lived at time,of death
0,22,7,Court House in the province she lived at time,of death
0,22,7,Court House in the dos she lived at time,of death
0,23,10,A science journalist throws his lot in with the eminent fat high,protein crowd
0,23,10,A science diarist throws his lot in with the high pitched fat high,protein crowd
0,23,10,A science diary keeper throws his lot in with the gamey fat high,protein crowd
0,23,10,A science journalist throws his lot in with the gamy fat high,protein crowd
0,23,10,A science journalist throws his lot in with the high fat in high spirits,protein crowd
0,24,14,The rule will force the American operations of foreign banks to follow many of the same,rules as American banks including holding more capital as a financial buffer
0,24,14,The rules will force the American operations of foreign banks to come after many of the like,rules as American banks including holding more capital as a financial buffer
0,24,14,The rules leave force the American cognitive operation of foreign bank to follow many of the same,rules as American banks including holding more capital as a financial buffer
0,24,14,The rule will storm the American operations of foreign bank to trace many of the same,rules as American banks including holding more capital as a financial buffer
0,24,14,The rules will pressure the American surgical procedure of foreign banks to follow many of the same,rules as American banks including holding more capital as a financial buffer
1,25,17,yesterday my fridge call back it was a microwave so we got into a heated fight but we re nerveless,now
1,25,17,yesterday my fridge call back it was a microwave so we have into a heated fight but we re cool,now
1,25,17,yesterday my electric refrigerator thought information technology was a microwave so we fetch into a heated fight just we re cool,now
1,25,17,yesterday my fridge think it was a microwave so we got into a heated fight only we re cool,now
1,25,17,yesterday my fridge think it was a microwave oven so we got into a heated up competitiveness simply we re cool,now
1,26,13,i used to follow a watchmaker information technology was a great occupation and i made my,own hours
1,26,13,i utilize to be a watchmaker information technology be a great job and i make my,own hours
1,26,13,1 use to be a watchmaker it was a keen job and i made my,own hours
1,26,13,i used to cost a watchmaker it constitute a great job and iodine made my,own hours
1,26,13,iodine used to be a watchmaker information technology was a great job and i make my,own hours
0,27,3,sport with her in her,room until she is really sick of you she will leave you alone eventually
0,27,3,bid with her in her,room until she is really sick of you she will leave you alone eventually
0,27,3,dramatic play with her in her,room until she is really sick of you she will leave you alone eventually
0,27,3,frolic with her in her,room until she is really sick of you she will leave you alone eventually
0,28,9,I didn t get a hazard to talk to him very,much
0,28,9,I didn t get a chance to babble out to him very,much
0,28,9,I didn t receive a prospect to talk to him very,much
0,28,9,I didn t acquire a chance to talk to him rattling,much
0,28,9,I didn t get a prospect to talk to him rattling,much
1,29,3,crane drivers get uplifting pick,up lines
1,29,3,crane number one wood have uplifting pick,up lines
1,29,3,crane driver have uplifting pick,up lines
1,29,3,grus drivers have uplifting pick,up lines
1,29,3,hart crane drivers have uplifting pick,up lines
0,30,14,We all sleep in unmatchable room with a fire or we will freeze out to death helium,said
0,30,14,We all sleep in one way with a fire or we will freeze to death he,said
0,30,14,We all slumber in one room with a fire or we will freeze to last he,said
0,30,14,We all sleep in one room with a blast surgery we will freeze to death he,said
0,30,14,We all slumber in one room with a flame or we will freeze to decease he,said
1,31,6,i bought maine some of those raw paper,shirts i don t like them they re tearable
1,31,6,1 bought maine some of those new paper,shirts i don t like them they re tearable
1,31,6,i bought pine tree state some of those new newspaper publisher,shirts i don t like them they re tearable
1,31,6,unity bribe me some of those new paper,shirts i don t like them they re tearable
1,31,6,i buy me some of those new newspaper publisher,shirts i don t like them they re tearable
1,32,5,a clumsy physician world health organization make to care,is a hypocritical oaf
1,32,5,a clumsy physician who pretends to like,is a hypocritical oaf
1,32,5,a clumsy physician world health organization make believe to care,is a hypocritical oaf
1,32,5,a ungainly physician who pretends to deal,is a hypocritical oaf
1,32,5,a clumsy physician world health organization pretend to care,is a hypocritical oaf
0,33,10,I love hot chocolate as well there truly is no way to check,you just have to avoid it as much as you can
0,33,10,I love chocolate as well thither really is no manner to lay off,you just have to avoid it as much as you can
0,33,10,I love cocoa as comfortably there really is no way to stop,you just have to avoid it as much as you can
0,33,10,I enjoy chocolate every bit well in that respect really is no way to stop,you just have to avoid it as much as you can
0,33,10,I love chocolate equally comfortably there really is no way to cease,you just have to avoid it as much as you can
1,34,0,the alpine,skiing competition started poorly and went downhill from there
1,35,3,what do people buy coffee berry,with starbucks
1,35,3,what cause people buy coffee,with starbucks
1,35,3,what do people purchase coffee,with starbucks
1,35,3,what practice people buy coffee,with starbucks
1,35,3,what do people bribe coffee,with starbucks
0,36,8,you give notice t part of the run is men on,to pass
0,36,8,you can t part of the test follow hands on,to pass
0,36,8,you rear end t part of the test is hands on,to pass
0,36,8,you can t part of the mental test be hands on,to pass
0,36,8,you can t part of the run is hired man on,to pass
1,37,6,opening a new funeral living room can comprise quite,an undertaking
1,37,6,open a new funeral parlor can cost quite,an undertaking
1,37,6,opening a new funeral parlor can live quite a,an undertaking
1,37,6,open a new funeral parlor can be quite a,an undertaking
1,37,6,open a new funeral parlor can be rather,an undertaking
1,38,0,dress you,hear about the podiatrist who got his floor tiled he got a bad case of degrout
1,38,0,cause you,hear about the podiatrist who got his floor tiled he got a bad case of degrout
1,38,0,act you,hear about the podiatrist who got his floor tiled he got a bad case of degrout
1,38,0,serve you,hear about the podiatrist who got his floor tiled he got a bad case of degrout
1,38,0,do you,hear about the podiatrist who got his floor tiled he got a bad case of degrout
0,39,3,The building is a slice,of a bridge between the city s past and its high rise present
0,39,3,The building is a bit,of a bridge between the city s past and its high rise present
0,39,3,The edifice is a piece,of a bridge between the city s past and its high rise present
0,39,3,The construction is a piece,of a bridge between the city s past and its high rise present
0,39,3,The building represent a piece,of a bridge between the city s past and its high rise present
0,40,15,The family situation the patronage office has embody raised metre and time again before the court helium,said
0,40,15,The kinsfolk situation the business concern situation has been raise time and time once again before the court atomic number 2,said
0,40,15,The family situation the business situation has been raise clock time and metre again before the court helium,said
0,40,15,The family office the business post has been set up time and time again before the motor inn he,said
0,40,15,The home site the business place has been raised prison term and time again before the tourist court he,said
1,41,3,iodine wonder how much an,anagram weighs
1,41,3,i inquire how much an,anagram weighs
1,41,3,i question how much an,anagram weighs
1,41,3,atomic number 53 wonder how much an,anagram weighs
1,41,3,i enquire how much an,anagram weighs
0,42,5,If you have got a special someone information technology,s the best day in the world If you don t have someone special it s just another day
0,42,5,If you have a special mortal it,s the best day in the world If you don t have someone special it s just another day
0,42,5,If you have a special someone information technology,s the best day in the world If you don t have someone special it s just another day
0,42,5,If you sustain a special person it,s the best day in the world If you don t have someone special it s just another day
0,42,5,If you have a particular someone it,s the best day in the world If you don t have someone special it s just another day
1,43,21,a scientist doing a large experiment with liquid chemical was trying to clear a problem when he strike down in and became part of,the solution
1,43,21,a scientist doing a large experiment with liquid chemicals be trying to puzzle out a trouble when atomic number 2 fall in and become part of,the solution
1,43,21,a scientist doing a large experiment with liquid chemicals represent trying to solve a problem when he fall in and became part of,the solution
1,43,21,a scientist do a large experiment with liquified chemicals be essay to figure out a problem when he fall in and became part of,the solution
1,43,21,a scientist doing a large experimentation with liquid chemical was trying to solve a problem when he strike in and suit persona of,the solution
0,44,1,I have sex my,boyfriend very much but I think it could be better
0,44,1,I enjoy my,boyfriend very much but I think it could be better
0,44,1,Iodine love my,boyfriend very much but I think it could be better
0,44,1,1 love my,boyfriend very much but I think it could be better
0,44,1,I sleep together my,boyfriend very much but I think it could be better
1,45,3,a lawyer turned captain james cook is,a sue chef
1,45,3,a attorney turned cook is,a sue chef
1,45,3,a lawyer turned captain cook is,a sue chef
1,45,3,a lawyer sour cook is,a sue chef
1,45,3,a lawyer turned cook follow,a sue chef
0,46,9,You expend alot of time fit by too fast in a,car someone else is driving
0,46,9,You spend alot of time going by overly tight in a,car someone else is driving
0,46,9,You spend alot of time going by too tight in a,car someone else is driving
0,46,9,You spend alot of time hold up by too fast in a,car someone else is driving
0,46,9,You spend alot of time going by to a fault tight in a,car someone else is driving
0,47,6,She wanted to know what to develop my,boyfriend for Christmas
0,47,6,She wanted to fuck what to get my,boyfriend for Christmas
0,47,6,She require to know what to get my,boyfriend for Christmas
0,47,6,She want to know what to get my,boyfriend for Christmas
0,47,6,She wanted to sleep together what to get my,boyfriend for Christmas
1,48,15,one night a banking tycoon fell overboard from his yacht helium be saved because helium could swim,a loan
1,48,15,one night a banking tycoon fall overboard from his yacht helium be saved because atomic number 2 could drift,a loan
1,48,15,one nox a banking tycoon fell overboard from his yacht he was save because he could swim,a loan
1,48,15,matchless night a banking big businessman fell overboard from his racing yacht atomic number 2 was saved because he could float,a loan
1,48,15,one nox a banking king fell overboard from his yacht he was saved because he could be adrift,a loan
1,49,2,she become a golf,professional to earn her bread and putter
1,49,2,she became a golf game,professional to earn her bread and putter
1,49,2,she suit a golf,professional to earn her bread and putter
1,49,2,she go a golf,professional to earn her bread and putter
1,49,2,she turn a golf,professional to earn her bread and putter
0,50,7,I would enounce helium was the rave of the,tournament
0,50,7,I would say he be the rave of the,tournament
0,50,7,I would say he represent the rave of the,tournament
0,50,7,I would aver he was the rave of the,tournament
0,50,7,Ane would say helium was the rave of the,tournament
0,51,0,severalise me,your age first then i tell you how
0,51,0,severalize me,your age first then i tell you how
0,51,0,distinguish me,your age first then i tell you how
0,51,0,evidence me,your age first then i tell you how
0,51,0,secernate me,your age first then i tell you how
0,52,0,That information technology,s a sign of danger especially in a kid
1,53,4,any golfer bequeath tell you the,gospel truth your next shot always depends on the lie
1,53,4,any golfer volition tell you the,gospel truth your next shot always depends on the lie
1,53,4,any golf player will tell you the,gospel truth your next shot always depends on the lie
1,53,4,any golfer will recount you the,gospel truth your next shot always depends on the lie
1,53,4,any golfer testament tell you the,gospel truth your next shot always depends on the lie
1,54,7,his girl grew flowers because her poppy wish to,see them every daisy
1,54,7,his daughter grow flowers because her poppy wish to,see them every daisy
1,54,7,his daughter grow flowers because her poppy liked to,see them every daisy
1,54,7,his daughter produce flowers because her poppy liked to,see them every daisy
1,54,7,his daughter grew flowers because her poppy like to,see them every daisy
1,55,5,on valentine s day flower monetary value rose,to the occasion
1,55,5,on valentine s day flower prices rebel,to the occasion
1,55,5,on valentine s day flower prices arise,to the occasion
1,55,5,on valentine s daytime flower prices rise,to the occasion
1,55,5,on valentine s 24 hour interval flower cost rose,to the occasion
1,56,5,pretend no bones astir it but the,ulna has a humerus side to it
1,56,5,make water no bones about information technology but the,ulna has a humerus side to it
1,56,5,make no bone about information technology but the,ulna has a humerus side to it
1,56,5,have no bones about it just the,ulna has a humerus side to it
1,56,5,hit no bones about it just the,ulna has a humerus side to it
0,57,2,When we eat information technology,s a lot and the best
0,57,2,When we wipe out it,s a lot and the best
0,57,2,When we eat on it,s a lot and the best
0,57,2,When we rust it,s a lot and the best
1,58,1,a lensman taking,pictures of golfers says watch the birdie
1,58,1,a photographer pickings,pictures of golfers says watch the birdie
1,59,4,my skiing skills are rattling going,downhill
1,59,4,my skiing skills are really buy the farm,downhill
1,59,4,my skiing skills are actually going,downhill
1,59,4,my skiing skills are really blend in,downhill
1,59,4,my skiing skills are really kick the bucket,downhill
0,60,1,Those who pull up stakes,could not carry it all with them
0,60,1,Those world health organization left,could not carry it all with them
0,60,1,Those who allow,could not carry it all with them
0,60,1,Those who leave,could not carry it all with them
0,60,1,Those who give,could not carry it all with them
1,61,9,a lot of money is taint it taint yours and it,taint mine
1,61,9,a lot of money comprise corrupt it taint yours and information technology,taint mine
1,61,9,a lot of money be tainted it taint yours and it,taint mine
1,61,9,a lot of money is infect it taint yours and it,taint mine
1,61,9,a mass of money is tainted it taint yours and it,taint mine
1,62,1,there be some,confucion about the oldest religion in china
1,62,1,thither is some,confucion about the oldest religion in china
1,62,1,there follow some,confucion about the oldest religion in china
1,62,1,there represent some,confucion about the oldest religion in china
1,62,1,there equal some,confucion about the oldest religion in china
0,63,12,Go have your doctor take a look at it indeed that she can give,you a proper prescription
0,63,12,Adam have your doctor take a look at information technology so that she can give,you a proper prescription
0,63,12,Go have your doctor claim a smell at it so that she can give,you a proper prescription
0,63,12,Go have your doctor take a look at information technology so that she buttocks give,you a proper prescription
0,63,12,Go make your doctor take a look at it so that she can cave in,you a proper prescription
1,64,8,what is information technology call in when legolas takes his own picture,an elfie
1,64,8,what embody it called when legolas takes his own picture,an elfie
1,64,8,what is information technology call when legolas takes his own picture,an elfie
1,64,8,what is information technology called when legolas takes his own picture,an elfie
1,64,8,what is it call when legolas takes his own film,an elfie
0,65,4,He was ready for Iowa just,Iowa wasn t ready for him
0,65,4,He was quick for Iowa but,Iowa wasn t ready for him
0,65,4,He was ready for Iowa simply,Iowa wasn t ready for him
0,65,4,He was ready for Iowa merely,Iowa wasn t ready for him
0,65,4,Helium was ready for Iowa but,Iowa wasn t ready for him
0,66,7,You can either hit enter twice operating room use your,space bar twice
0,66,7,You can either hit enter twice or utilize your,space bar twice
0,66,7,You can either hit enter doubly or utilize your,space bar twice
0,66,7,You bum either score enter twice or use your,space bar twice
0,66,7,You tin either hit enter twice or use your,space bar twice
0,67,1,What information technology boiled,down to was I felt there was a better way to provide electricity
0,67,1,What it boil,down to was I felt there was a better way to provide electricity
0,67,1,What it churn,down to was I felt there was a better way to provide electricity
0,67,1,What it roil,down to was I felt there was a better way to provide electricity
1,68,4,the fruit james leonard farmer was plum happy,he pruned his orchard last fall
1,68,4,the fruit farmer was plum felicitous,he pruned his orchard last fall
1,68,4,the fruit husbandman was plum happy,he pruned his orchard last fall
1,68,4,the fruit farmer cost plum happy,he pruned his orchard last fall
1,68,4,the fruit farmer be plum happy,he pruned his orchard last fall
1,69,5,what be the gens of the immortal,adolescent constantine
1,69,5,what is the gens of the immortal,adolescent constantine
1,69,5,what is the public figure of the immortal,adolescent constantine
1,69,5,what is the name of the god,adolescent constantine
1,69,5,what is the figure of the immortal,adolescent constantine
0,70,0,No melon vine,peddler cries Bitter melons No wine dealer says Sour wine
0,71,26,It does non own the personal contact that a human instructor has therefore I would say that people should take moral from a real teacher as comfortably if,they can
0,71,26,It cause not have the personal striking that a human teacher has so I would say that masses should take lessons from a real teacher as substantially if,they can
0,71,26,It arrange non have the personal contact that a human instructor have so Iodine would say that people should take lessons from a real teacher as intimately if,they can
0,71,26,Information technology does not let the personal contact that a human teacher has so Ace would say that people should admit lessons from a real instructor equally well if,they can
0,71,26,Information technology suffice not have the personal contact that a human teacher has so I would say that mass should take lesson from a real instructor as well if,they can
0,72,10,He aver he cost home for about five second when he heard,a man yelling outside
0,72,10,Helium said he was home for virtually five minutes when he heard,a man yelling outside
0,72,10,He said he was home for most five minutes when he hear,a man yelling outside
0,72,10,He said he was plate for about five minutes when he heard,a man yelling outside
0,72,10,Helium said helium was home for about v minutes when he heard,a man yelling outside
0,73,1,He s free,to the fact that he s going to jail Baker said
0,73,1,He s give up,to the fact that he s going to jail Baker said
0,73,1,Helium s resigned,to the fact that he s going to jail Baker said
0,73,1,He s resign,to the fact that he s going to jail Baker said
0,73,1,He s renounce,to the fact that he s going to jail Baker said
1,74,4,when he lose his bottle of,gin he became very dis spirited
1,74,4,when atomic number 2 lost his bottle of,gin he became very dis spirited
1,74,4,when he mislay his bottle of,gin he became very dis spirited
1,74,4,when he lost his feeding bottle of,gin he became very dis spirited
1,74,4,when helium lost his bottle of,gin he became very dis spirited
1,75,4,a photographer was expectant at botany,because he knew photo synthesis
1,75,4,a lensman was great at botany,because he knew photo synthesis
1,75,4,a photographer was great at phytology,because he knew photo synthesis
1,75,4,a photographer be great at botany,because he knew photo synthesis
1,75,4,a photographer was peachy at botany,because he knew photo synthesis
1,76,3,i don t trustfulness these,stairs because they re always up to something
1,76,3,1 don t trust these,stairs because they re always up to something
1,76,3,i don t faith these,stairs because they re always up to something
1,76,3,i assume t trust these,stairs because they re always up to something
1,76,3,ane don t trust these,stairs because they re always up to something
0,77,13,i don mt know Ace have been trying for a piece to figure that out,if you find something good please let me know
0,77,13,i get into t know One have been essay for a while to figure that out,if you find something good please let me know
0,77,13,ane get into mt know I get been trying for a while to figure that out,if you find something good please let me know
0,77,13,i put on t know I have been try for a while to figure that proscribed,if you find something good please let me know
0,77,13,i assume t know I cause be trying for a while to project that out,if you find something good please let me know
0,78,4,If the boy can t wear,em then the girls can t
0,78,4,If the boys crapper t wear,em then the girls can t
0,78,4,If the boys can t weary,em then the girls can t
0,78,4,If the boys can t fatigue,em then the girls can t
0,78,4,If the boys posterior t wear,em then the girls can t
1,79,16,deafness constitute getting to be quite a job for me lately i never thought i d hear myself,say that
1,79,16,hearing loss is getting to make up quite a problem for pine tree state lately i never thought i d try myself,say that
1,79,16,hearing loss is getting to be rather a problem for me lately i never think i d hear myself,say that
1,79,16,deafness be have to be quite an a problem for pine tree state lately i never thought 1 d hear myself,say that
1,79,16,hearing loss is getting to be quite a problem for pine tree state lately i ne'er cerebrate i d try myself,say that
1,80,0,a queen,is old when he reaches the age of sovereignty
1,80,0,a martin luther king,is old when he reaches the age of sovereignty
1,80,0,a world beater,is old when he reaches the age of sovereignty
1,80,0,a business leader,is old when he reaches the age of sovereignty
1,80,0,a top executive,is old when he reaches the age of sovereignty
0,81,0,Atomic number 2 that,would the daughter win Must with the mother first begin
0,81,0,Helium that,would the daughter win Must with the mother first begin
1,82,1,the annoying skin doctor,was beginning to get under my skin
1,82,1,the vex dermatologist,was beginning to get under my skin
1,82,1,the rag dermatologist,was beginning to get under my skin
1,82,1,the gravel dermatologist,was beginning to get under my skin
1,82,1,the irritate dermatologist,was beginning to get under my skin
1,83,3,strippers live bad investors as,they tend to lose their shirts
1,83,3,strippers are speculative investors as,they tend to lose their shirts
1,83,3,strippers are risky investors as,they tend to lose their shirts
1,83,3,strippers be bad investors as,they tend to lose their shirts
1,83,3,strippers are bad investor as,they tend to lose their shirts
1,84,7,luridly sailing by the clock on a ocean of,mucus is a phlegmbuoyant pastime
1,84,7,luridly sail by the clock on a sea of,mucus is a phlegmbuoyant pastime
1,84,7,luridly navigate by the clock on a sea of,mucus is a phlegmbuoyant pastime
1,84,7,luridly voyage by the clock on a sea of,mucus is a phlegmbuoyant pastime
1,85,7,the recent windstorm done the tree was an absolute,debarkle
1,85,7,the recent windstorm through the tree diagram was an absolute,debarkle
1,85,7,the late windstorm through with the trees was an absolute,debarkle
1,85,7,the recent windstorm through the tree was an absolute,debarkle
1,85,7,the late windstorm through the trees be an absolute,debarkle
0,86,5,We mean to vary a nation and,instead we changed a world
0,86,5,We intend to change a nation and,instead we changed a world
0,86,5,We meant to switch a nation and,instead we changed a world
0,86,5,We meant to change a res publica and,instead we changed a world
0,86,5,We mean to change a nation and,instead we changed a world
0,87,9,There be ad in the paper sometimes former wise get an,agent
0,87,9,There are ads in the paper sometimes former isaac mayer wise get an,agent
0,87,9,There be ads in the newspaper sometimes other wise get an,agent
0,87,9,On that point are ads in the paper sometimes other isaac mayer wise make an,agent
0,87,9,There are ads in the newspaper sometimes other isaac mayer wise take an,agent
0,88,2,Humanity cannot stir one,inch without the push of heaven s finger
0,88,2,Human race cannot stir one,inch without the push of heaven s finger
0,88,2,Man cannot stimulate one,inch without the push of heaven s finger
0,88,2,Man cannot stir unity,inch without the push of heaven s finger
0,88,2,Man cannot stir one and only,inch without the push of heaven s finger
1,89,11,a hangman severalize a trick can be cord ial but he will draw,you along to the punish line
1,89,11,a hangman telling a joke can exist cord ial but he will string,you along to the punish line
1,89,11,a hangman telling a joke can be cord ial but he will thread,you along to the punish line
1,89,11,a hangman telling a joke can be cord ial but atomic number 2 testament thread,you along to the punish line
1,89,11,a hangman telling a joke can follow cord ial but atomic number 2 will string,you along to the punish line
1,90,1,decimal have a,point
1,90,1,decimal fraction have a,point
1,90,1,decimals give a,point
1,90,1,decimals make a,point
1,90,1,decimals experience a,point
0,91,14,Make yourself better You be part of the world so if you make yourself good you,re also making the world better
0,91,14,Brand yourself better You are part of the world so if you score yourself better you,re also making the world better
0,91,14,Make yourself better You are part of the world thus if you make yourself good you,re also making the world better
0,91,14,Make yourself better You are part of the humankind thus if you stool yourself better you,re also making the world better
0,91,14,Make yourself better You be role of the world thus if you make yourself better you,re also making the world better
0,92,5,How old personify you and how previous,is the lady you are interested in
0,92,5,How sure enough are you and how old,is the lady you are interested in
0,92,5,How previous make up you and how old,is the lady you are interested in
0,92,5,How old be you and how old,is the lady you are interested in
0,92,5,How old embody you and how old,is the lady you are interested in
0,93,5,He that goes barefoot moldiness not works,thorns
0,93,5,Atomic number 2 that goes barefoot must not works,thorns
0,93,5,Helium that go barefoot must not plant,thorns
0,93,5,He that goes barefooted must not industrial plant,thorns
0,93,5,Atomic number 2 that goes barefooted must not plant,thorns
0,94,4,Spirit for the good not the,evil in the conduct of members of the family
0,94,4,Look for the ripe not the,evil in the conduct of members of the family
0,94,4,Look for the good non the,evil in the conduct of members of the family
0,94,4,Flavour for the good not the,evil in the conduct of members of the family
0,94,4,Aspect for the good not the,evil in the conduct of members of the family
0,95,6,She has arranged full time tike care hence,she can continue working
0,95,6,She has arranged full time child forethought and then,she can continue working
0,95,6,She has set full sentence child care so,she can continue working
0,95,6,She make arranged full time child charge so,she can continue working
0,95,6,She has arranged full metre child care so,she can continue working
0,96,10,He say it took him ii months to read it and then,he decided to return it
0,96,10,He said it took him deuce month to read it and so,he decided to return it
0,96,10,He say it took him 2 months to translate it and then,he decided to return it
0,96,10,He said it lease him two months to scan it and and then,he decided to return it
0,96,10,Helium said it took him two months to read it and then,he decided to return it
1,97,5,a gear load of paint derailed nearby,businesses were put in the red
1,97,5,a string load of paint jump nearby,businesses were put in the red
1,97,5,a train load of pigment derailed nearby,businesses were put in the red
1,97,5,a train load of paint jump nearby,businesses were put in the red
1,97,5,a gearing load of paint derailed nearby,businesses were put in the red
0,98,3,We will hold to say,No when we really want to say Yes
0,98,3,We will have to pronounce,No when we really want to say Yes
0,98,3,We will have to enunciate,No when we really want to say Yes
0,98,3,We will have to enjoin,No when we really want to say Yes
0,98,3,We will have to tell,No when we really want to say Yes
0,99,5,My show is going to personify more,reflective of America
